,Deployment.ID1,Deployment.ID,Image.Sequence.ID,Image.ID,Location,Image.File.Name,Photo.Type,Photo.Type.Identified.by,Genus.Species,Species.Common.Name,TSN.ID,IUCN.ID,IUCN.Status,Date.Time,Interest.Rank,Age,Count,Animal.recognizable,Individual.Animal.Notes,Digital.Origin,Embargo.Period,Restrictions.on.Access,Image.Use.Restrictions
1561,d34171,L-WL16-G07A,,L-WL16-G07A-1026,,IMAG1026,,,Turdus mupinensis,Chinese Thrush,,,,7/30/2016 11:12,,,1,,,,,,
1562,d34171,L-WL16-G07A,,L-WL16-G07A-1027,,IMAG1027,,,Turdus mupinensis,Chinese Thrush,,,,7/30/2016 11:12,,,1,,,,,,
1605,d34171,L-WL16-G07A,,L-WL16-G07A-1085,,IMAG1085,,,Seicercus burkii,Golden-spectacled Warbler,,,,8/9/2016 11:33,,,1,,,,,,
1606,d34171,L-WL16-G07A,,L-WL16-G07A-1086,,IMAG1086,,,Seicercus burkii,Golden-spectacled Warbler,,,,8/9/2016 11:33,,,1,,,,,,
1607,d34171,L-WL16-G07A,,L-WL16-G07A-1087,,IMAG1087,,,Seicercus burkii,Golden-spectacled Warbler,,,,8/9/2016 11:33,,,1,,,,,,
5566,d34176,L-WL16-J07A,,L-WL16-J07A-0111,,IMG_0151,,,Parus ater,Coal Tit,,,,5/18/2016 10:23,,,1,,,,,,
5611,d34176,L-WL16-J07A,,L-WL16-J07A-0156,,IMG_0196,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5612,d34176,L-WL16-J07A,,L-WL16-J07A-0157,,IMG_0197,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5613,d34176,L-WL16-J07A,,L-WL16-J07A-0158,,IMG_0198,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5614,d34176,L-WL16-J07A,,L-WL16-J07A-0159,,IMG_0199,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5615,d34176,L-WL16-J07A,,L-WL16-J07A-0160,,IMG_0200,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5616,d34176,L-WL16-J07A,,L-WL16-J07A-0161,,IMG_0201,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5617,d34176,L-WL16-J07A,,L-WL16-J07A-0162,,IMG_0202,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5618,d34176,L-WL16-J07A,,L-WL16-J07A-0163,,IMG_0203,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5619,d34176,L-WL16-J07A,,L-WL16-J07A-0164,,IMG_0204,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5620,d34176,L-WL16-J07A,,L-WL16-J07A-0165,,IMG_0205,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5621,d34176,L-WL16-J07A,,L-WL16-J07A-0166,,IMG_0206,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5622,d34176,L-WL16-J07A,,L-WL16-J07A-0167,,IMG_0207,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5623,d34176,L-WL16-J07A,,L-WL16-J07A-0168,,IMG_0208,,,Turdus mupinensis,Chinese Thrush,,,,5/21/2016 9:10,,,1,,,,,,
5676,d34176,L-WL16-J07A,,L-WL16-J07A-0221,,IMG_0261,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5677,d34176,L-WL16-J07A,,L-WL16-J07A-0222,,IMG_0262,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5678,d34176,L-WL16-J07A,,L-WL16-J07A-0223,,IMG_0263,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5679,d34176,L-WL16-J07A,,L-WL16-J07A-0224,,IMG_0264,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5680,d34176,L-WL16-J07A,,L-WL16-J07A-0225,,IMG_0265,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5681,d34176,L-WL16-J07A,,L-WL16-J07A-0226,,IMG_0266,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5682,d34176,L-WL16-J07A,,L-WL16-J07A-0227,,IMG_0267,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5683,d34176,L-WL16-J07A,,L-WL16-J07A-0228,,IMG_0268,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:26,,,1,,,,,,
5698,d34176,L-WL16-J07A,,L-WL16-J07A-0243,,IMG_0283,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:31,,,1,,,,,,
5706,d34176,L-WL16-J07A,,L-WL16-J07A-0251,,IMG_0291,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5707,d34176,L-WL16-J07A,,L-WL16-J07A-0252,,IMG_0292,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5708,d34176,L-WL16-J07A,,L-WL16-J07A-0253,,IMG_0293,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5709,d34176,L-WL16-J07A,,L-WL16-J07A-0254,,IMG_0294,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5710,d34176,L-WL16-J07A,,L-WL16-J07A-0255,,IMG_0295,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5712,d34176,L-WL16-J07A,,L-WL16-J07A-0257,,IMG_0297,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5713,d34176,L-WL16-J07A,,L-WL16-J07A-0258,,IMG_0298,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5714,d34176,L-WL16-J07A,,L-WL16-J07A-0259,,IMG_0299,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5715,d34176,L-WL16-J07A,,L-WL16-J07A-0260,,IMG_0300,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:39,,,1,,,,,,
5725,d34176,L-WL16-J07A,,L-WL16-J07A-0270,,IMG_0310,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 13:40,,,1,,,,,,
5726,d34176,L-WL16-J07A,,L-WL16-J07A-0271,,IMG_0311,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5727,d34176,L-WL16-J07A,,L-WL16-J07A-0272,,IMG_0312,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5728,d34176,L-WL16-J07A,,L-WL16-J07A-0273,,IMG_0313,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5729,d34176,L-WL16-J07A,,L-WL16-J07A-0274,,IMG_0314,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5730,d34176,L-WL16-J07A,,L-WL16-J07A-0275,,IMG_0315,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5731,d34176,L-WL16-J07A,,L-WL16-J07A-0276,,IMG_0316,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5732,d34176,L-WL16-J07A,,L-WL16-J07A-0277,,IMG_0317,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 15:41,,,1,,,,,,
5746,d34176,L-WL16-J07A,,L-WL16-J07A-0291,,IMG_0331,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:50,,,1,,,,,,
5747,d34176,L-WL16-J07A,,L-WL16-J07A-0292,,IMG_0332,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:50,,,1,,,,,,
5748,d34176,L-WL16-J07A,,L-WL16-J07A-0293,,IMG_0333,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:50,,,1,,,,,,
5749,d34176,L-WL16-J07A,,L-WL16-J07A-0294,,IMG_0334,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:51,,,1,,,,,,
5750,d34176,L-WL16-J07A,,L-WL16-J07A-0295,,IMG_0335,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:51,,,1,,,,,,
5751,d34176,L-WL16-J07A,,L-WL16-J07A-0296,,IMG_0336,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:51,,,1,,,,,,
5766,d34176,L-WL16-J07A,,L-WL16-J07A-0311,,IMG_0351,,,Turdus mupinensis,Chinese Thrush,,,,5/29/2016 16:52,,,1,,,,,,
6371,d34178,L-WL16-J18A,,L-WL16-J18A-0171,,IMG_0171,,,Turdus mupinensis,Chinese Thrush,,,,4/9/2016 11:21,,,1,,,,,,
6372,d34178,L-WL16-J18A,,L-WL16-J18A-0172,,IMG_0172,,,Turdus mupinensis,Chinese Thrush,,,,4/9/2016 11:21,,,1,,,,,,
6373,d34178,L-WL16-J18A,,L-WL16-J18A-0173,,IMG_0173,,,Turdus mupinensis,Chinese Thrush,,,,4/9/2016 11:21,,,1,,,,,,
14239,d34188,L-WL16-M06A,,L-WL16-M06A-0046,,IMG_0076,,,Turdus mupinensis,Chinese Thrush,,,,4/10/2016 10:25,,,1,,,,,,
14240,d34188,L-WL16-M06A,,L-WL16-M06A-0047,,IMG_0078,,,Turdus mupinensis,Chinese Thrush,,,,4/10/2016 10:25,,,1,,,,,,
14241,d34188,L-WL16-M06A,,L-WL16-M06A-0048,,IMG_0077,,,Turdus mupinensis,Chinese Thrush,,,,4/10/2016 10:25,,,1,,,,,,
14242,d34188,L-WL16-M06A,,L-WL16-M06A-0049,,IMG_0080,,,Turdus mupinensis,Chinese Thrush,,,,4/10/2016 10:25,,,1,,,,,,
14243,d34188,L-WL16-M06A,,L-WL16-M06A-0050,,IMG_0079,,,Turdus mupinensis,Chinese Thrush,,,,4/10/2016 10:25,,,1,,,,,,
14691,d34189,L-WL16-M10A,,L-WL16-M10A-0077,,IMAG0077,,,Paradoxornis paradoxus,Three-toed Parrotbill,,,,5/16/2016 11:55,,,1,,,,,,
14805,d34189,L-WL16-M10A,,L-WL16-M10A-0229,,IMAG0229,,,Paradoxornis fulvifrons,Fulvous Parrotbill,,,,7/30/2016 12:53,,,1,,,,,,
14806,d34189,L-WL16-M10A,,L-WL16-M10A-0230,,IMAG0230,,,Paradoxornis fulvifrons,Fulvous Parrotbill,,,,7/30/2016 12:53,,,1,,,,,,
15099,d34197,L-WL14-N08A,,L-WL14-N08A-0211,,IMG_0251,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,2,,,,,,
15100,d34197,L-WL14-N08A,,L-WL14-N08A-0212,,IMG_0252,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,2,,,,,,
15101,d34197,L-WL14-N08A,,L-WL14-N08A-0213,,IMG_0253,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,2,,,,,,
15102,d34197,L-WL14-N08A,,L-WL14-N08A-0214,,IMG_0254,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
15103,d34197,L-WL14-N08A,,L-WL14-N08A-0215,,IMG_0255,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
15104,d34197,L-WL14-N08A,,L-WL14-N08A-0216,,IMG_0256,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
15105,d34197,L-WL14-N08A,,L-WL14-N08A-0217,,IMG_0257,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
15106,d34197,L-WL14-N08A,,L-WL14-N08A-0218,,IMG_0258,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
15107,d34197,L-WL14-N08A,,L-WL14-N08A-0219,,IMG_0259,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
15108,d34197,L-WL14-N08A,,L-WL14-N08A-0220,,IMG_0260,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,1/16/2015 16:51,,,1,,,,,,
18891,d34232,L-WL15-Q08A,,L-WL15-Q08A-0211,,IMG_0231,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:57,,,1,,,,,,
18892,d34232,L-WL15-Q08A,,L-WL15-Q08A-0212,,IMG_0232,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18893,d34232,L-WL15-Q08A,,L-WL15-Q08A-0213,,IMG_0233,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18894,d34232,L-WL15-Q08A,,L-WL15-Q08A-0214,,IMG_0234,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18895,d34232,L-WL15-Q08A,,L-WL15-Q08A-0215,,IMG_0235,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18896,d34232,L-WL15-Q08A,,L-WL15-Q08A-0216,,IMG_0236,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18897,d34232,L-WL15-Q08A,,L-WL15-Q08A-0217,,IMG_0237,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18898,d34232,L-WL15-Q08A,,L-WL15-Q08A-0218,,IMG_0238,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18899,d34232,L-WL15-Q08A,,L-WL15-Q08A-0219,,IMG_0239,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
18900,d34232,L-WL15-Q08A,,L-WL15-Q08A-0220,,IMG_0240,,,Turdus mupinensis,Chinese Thrush,,,,4/3/2015 9:58,,,1,,,,,,
19271,d34232,L-WL15-Q08A,,L-WL15-Q08A-0591,,IMG_0611,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19272,d34232,L-WL15-Q08A,,L-WL15-Q08A-0592,,IMG_0612,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19273,d34232,L-WL15-Q08A,,L-WL15-Q08A-0593,,IMG_0613,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19274,d34232,L-WL15-Q08A,,L-WL15-Q08A-0594,,IMG_0614,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19275,d34232,L-WL15-Q08A,,L-WL15-Q08A-0595,,IMG_0615,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19276,d34232,L-WL15-Q08A,,L-WL15-Q08A-0596,,IMG_0616,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19277,d34232,L-WL15-Q08A,,L-WL15-Q08A-0597,,IMG_0617,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19278,d34232,L-WL15-Q08A,,L-WL15-Q08A-0598,,IMG_0618,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19279,d34232,L-WL15-Q08A,,L-WL15-Q08A-0599,,IMG_0619,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19280,d34232,L-WL15-Q08A,,L-WL15-Q08A-0600,,IMG_0620,,,Turdus mupinensis,Chinese Thrush,,,,5/15/2015 13:38,,,1,,,,,,
19571,d34232,L-WL15-Q08A,,L-WL15-Q08A-0891,,IMG_0911,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:09,,,1,,,,,,
19572,d34232,L-WL15-Q08A,,L-WL15-Q08A-0892,,IMG_0912,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:09,,,1,,,,,,
19573,d34232,L-WL15-Q08A,,L-WL15-Q08A-0893,,IMG_0913,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:09,,,1,,,,,,
19574,d34232,L-WL15-Q08A,,L-WL15-Q08A-0894,,IMG_0914,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
19575,d34232,L-WL15-Q08A,,L-WL15-Q08A-0895,,IMG_0915,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
19576,d34232,L-WL15-Q08A,,L-WL15-Q08A-0896,,IMG_0916,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
19577,d34232,L-WL15-Q08A,,L-WL15-Q08A-0897,,IMG_0917,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
19578,d34232,L-WL15-Q08A,,L-WL15-Q08A-0898,,IMG_0918,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
19579,d34232,L-WL15-Q08A,,L-WL15-Q08A-0899,,IMG_0919,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
19580,d34232,L-WL15-Q08A,,L-WL15-Q08A-0900,,IMG_0920,,,Turdus mupinensis,Chinese Thrush,,,,6/21/2015 8:10,,,1,,,,,,
22270,d34240,L-WL15-D15A,,L-WL15-D15A-0171,,IMG_0171,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22271,d34240,L-WL15-D15A,,L-WL15-D15A-0172,,IMG_0172,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22272,d34240,L-WL15-D15A,,L-WL15-D15A-0173,,IMG_0173,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22273,d34240,L-WL15-D15A,,L-WL15-D15A-0174,,IMG_0174,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22274,d34240,L-WL15-D15A,,L-WL15-D15A-0175,,IMG_0175,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22275,d34240,L-WL15-D15A,,L-WL15-D15A-0176,,IMG_0176,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22276,d34240,L-WL15-D15A,,L-WL15-D15A-0177,,IMG_0177,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22277,d34240,L-WL15-D15A,,L-WL15-D15A-0178,,IMG_0178,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22278,d34240,L-WL15-D15A,,L-WL15-D15A-0179,,IMG_0179,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
22279,d34240,L-WL15-D15A,,L-WL15-D15A-0180,,IMG_0180,,,Hodgsonius phoenicuroides,White-bellied Redstart,,,,9/11/2015 15:01,,,1,,,,,Female,
38851,d34253,L-WL15-G06B,,L-WL15-G06B-0661,,IMG_0661,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38852,d34253,L-WL15-G06B,,L-WL15-G06B-0662,,IMG_0662,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38853,d34253,L-WL15-G06B,,L-WL15-G06B-0663,,IMG_0663,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38854,d34253,L-WL15-G06B,,L-WL15-G06B-0664,,IMG_0664,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38855,d34253,L-WL15-G06B,,L-WL15-G06B-0665,,IMG_0665,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38856,d34253,L-WL15-G06B,,L-WL15-G06B-0666,,IMG_0666,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38857,d34253,L-WL15-G06B,,L-WL15-G06B-0667,,IMG_0667,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38858,d34253,L-WL15-G06B,,L-WL15-G06B-0668,,IMG_0668,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38859,d34253,L-WL15-G06B,,L-WL15-G06B-0669,,IMG_0669,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
38860,d34253,L-WL15-G06B,,L-WL15-G06B-0670,,IMG_0670,,,Turdus mupinensis,Chinese Thrush,,,,9/6/2015 11:03,,,1,,,,,,
39321,d34253,L-WL15-G06B,,L-WL15-G06B-1131,,IMG_1131,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39322,d34253,L-WL15-G06B,,L-WL15-G06B-1132,,IMG_1132,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39323,d34253,L-WL15-G06B,,L-WL15-G06B-1133,,IMG_1133,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39324,d34253,L-WL15-G06B,,L-WL15-G06B-1134,,IMG_1134,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39325,d34253,L-WL15-G06B,,L-WL15-G06B-1135,,IMG_1135,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39326,d34253,L-WL15-G06B,,L-WL15-G06B-1136,,IMG_1136,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39327,d34253,L-WL15-G06B,,L-WL15-G06B-1137,,IMG_1137,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39328,d34253,L-WL15-G06B,,L-WL15-G06B-1138,,IMG_1138,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39329,d34253,L-WL15-G06B,,L-WL15-G06B-1139,,IMG_1139,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
39330,d34253,L-WL15-G06B,,L-WL15-G06B-1140,,IMG_1140,,,Turdus mupinensis,Chinese Thrush,,,,10/4/2015 7:30,,,1,,,,,,
45686,d34275,L-WL15-K07A,,L-WL15-K07A-0007,,IMAG0184,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/3/2015 15:33,,,1,,,,,,
45687,d34275,L-WL15-K07A,,L-WL15-K07A-0008,,IMAG0185,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/3/2015 15:33,,,1,,,,,,
45688,d34275,L-WL15-K07A,,L-WL15-K07A-0009,,IMAG0186,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/3/2015 15:33,,,1,,,,,,
45689,d34275,L-WL15-K07A,,L-WL15-K07A-0010,,IMAG0187,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/4/2015 10:13,,,1,,,,,,
45690,d34275,L-WL15-K07A,,L-WL15-K07A-0011,,IMAG0188,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/4/2015 10:13,,,1,,,,,,
45691,d34275,L-WL15-K07A,,L-WL15-K07A-0012,,IMAG0189,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/4/2015 10:13,,,1,,,,,,
45912,d34277,L-WL15-K19A,,L-WL15-K19A-0031,,IMG_0031,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,11/1/2015 17:45,,,1,,,,,,
45913,d34277,L-WL15-K19A,,L-WL15-K19A-0032,,IMG_0033,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,11/1/2015 17:45,,,1,,,,,,
45914,d34277,L-WL15-K19A,,L-WL15-K19A-0033,,IMG_0032,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,11/1/2015 17:45,,,1,,,,,,
45915,d34277,L-WL15-K19A,,L-WL15-K19A-0034,,IMG_0035,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,11/1/2015 17:46,,,1,,,,,,
45916,d34277,L-WL15-K19A,,L-WL15-K19A-0035,,IMG_0034,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,11/1/2015 17:46,,,1,,,,,,
50866,d34282,L-WL15-M08B,,L-WL15-M08B-0931,,IMG_0931,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50867,d34282,L-WL15-M08B,,L-WL15-M08B-0932,,IMG_0932,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50868,d34282,L-WL15-M08B,,L-WL15-M08B-0933,,IMG_0933,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50869,d34282,L-WL15-M08B,,L-WL15-M08B-0934,,IMG_0934,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50870,d34282,L-WL15-M08B,,L-WL15-M08B-0935,,IMG_0935,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50871,d34282,L-WL15-M08B,,L-WL15-M08B-0936,,IMG_0936,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50872,d34282,L-WL15-M08B,,L-WL15-M08B-0937,,IMG_0937,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50873,d34282,L-WL15-M08B,,L-WL15-M08B-0938,,IMG_0938,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50874,d34282,L-WL15-M08B,,L-WL15-M08B-0939,,IMG_0939,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50875,d34282,L-WL15-M08B,,L-WL15-M08B-0940,,IMG_0940,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 8:56,,,1,,,,,,
50876,d34282,L-WL15-M08B,,L-WL15-M08B-0941,,IMG_0941,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50877,d34282,L-WL15-M08B,,L-WL15-M08B-0942,,IMG_0942,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50878,d34282,L-WL15-M08B,,L-WL15-M08B-0943,,IMG_0943,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50879,d34282,L-WL15-M08B,,L-WL15-M08B-0944,,IMG_0944,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50880,d34282,L-WL15-M08B,,L-WL15-M08B-0945,,IMG_0945,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
