,Deployment.ID1,Deployment.ID,Image.Sequence.ID,Image.ID,Location,Image.File.Name,Photo.Type,Photo.Type.Identified.by,Genus.Species,Species.Common.Name,TSN.ID,IUCN.ID,IUCN.Status,Date.Time,Interest.Rank,Age,Count,Animal.recognizable,Individual.Animal.Notes,Digital.Origin,Embargo.Period,Restrictions.on.Access,Image.Use.Restrictions
50881,d34282,L-WL15-M08B,,L-WL15-M08B-0946,,IMG_0946,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50882,d34282,L-WL15-M08B,,L-WL15-M08B-0947,,IMG_0947,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50883,d34282,L-WL15-M08B,,L-WL15-M08B-0948,,IMG_0948,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50884,d34282,L-WL15-M08B,,L-WL15-M08B-0949,,IMG_0949,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
50885,d34282,L-WL15-M08B,,L-WL15-M08B-0950,,IMG_0950,,,Spizaetus nipalensis,Mountain Hawk-Eagle,,,,2/26/2016 10:28,,,1,,,,,,
51399,d34287,L-WL15-P17A,,L-WL15-P17A-0013,,IMAG0013,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/22/2015 12:35,,,1,,,,,,
51400,d34287,L-WL15-P17A,,L-WL15-P17A-0014,,IMAG0014,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/22/2015 12:35,,,1,,,,,,
51401,d34287,L-WL15-P17A,,L-WL15-P17A-0015,,IMAG0015,,,Alcippe cinereiceps,Streak-throated Fulvetta,,,,11/22/2015 12:35,,,1,,,,,,
62029,d36059,L-WL16-F03A,,L-WL16-F03A1-0009,,IMAG0010,,,Chaimarrornis leucocephalus,White-capped Water-Redstart,,,,7/19/2016 14:33,,,1,,,,,,
62030,d36059,L-WL16-F03A,,L-WL16-F03A1-0010,,IMAG0011,,,Chaimarrornis leucocephalus,White-capped Water-Redstart,,,,7/19/2016 14:33,,,1,,,,,,
62082,d36059,L-WL16-F03A,,L-WL16-F03A1-0080,,IMAG0081,,,Chaimarrornis leucocephalus,White-capped Water-Redstart,,,,8/20/2016 6:14,,,1,,,,,,
62083,d36059,L-WL16-F03A,,L-WL16-F03A1-0081,,IMAG0082,,,Chaimarrornis leucocephalus,White-capped Water-Redstart,,,,8/20/2016 6:14,,,1,,,,,,
62084,d36059,L-WL16-F03A,,L-WL16-F03A1-0082,,IMAG0083,,,Chaimarrornis leucocephalus,White-capped Water-Redstart,,,,8/20/2016 6:14,,,1,,,,,,
65506,d36086,L-WL16-H24A,,L-WL16-H24A1-0072,,IMAG0143,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:06,,,3,,,,,,
65507,d36086,L-WL16-H24A,,L-WL16-H24A1-0073,,IMAG0144,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:06,,,3,,,,,,
65508,d36086,L-WL16-H24A,,L-WL16-H24A1-0074,,IMAG0145,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:06,,,3,,,,,,
65509,d36086,L-WL16-H24A,,L-WL16-H24A1-0076,,IMAG0147,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:11,,,1,,,,,,
65510,d36086,L-WL16-H24A,,L-WL16-H24A1-0077,,IMAG0148,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:11,,,1,,,,,,
65511,d36086,L-WL16-H24A,,L-WL16-H24A1-0078,,IMAG0149,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:11,,,1,,,,,,
65512,d36086,L-WL16-H24A,,L-WL16-H24A1-0080,,IMAG0151,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:11,,,1,,,,,,
65513,d36086,L-WL16-H24A,,L-WL16-H24A1-0081,,IMAG0152,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:11,,,1,,,,,,
65514,d36086,L-WL16-H24A,,L-WL16-H24A1-0082,,IMAG0153,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:11,,,1,,,,,,
65515,d36086,L-WL16-H24A,,L-WL16-H24A1-0084,,IMAG0155,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:13,,,1,,,,,,
65516,d36086,L-WL16-H24A,,L-WL16-H24A1-0085,,IMAG0156,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:14,,,1,,,,,,
65517,d36086,L-WL16-H24A,,L-WL16-H24A1-0086,,IMAG0157,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:14,,,1,,,,,,
65518,d36086,L-WL16-H24A,,L-WL16-H24A1-0088,,IMAG0159,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:14,,,1,,,,,,
65519,d36086,L-WL16-H24A,,L-WL16-H24A1-0089,,IMAG0160,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:14,,,1,,,,,,
65520,d36086,L-WL16-H24A,,L-WL16-H24A1-0090,,IMAG0161,,,Tetrastes sewerzowi,Chinese Hazel Grouse,,,,8/25/2016 19:14,,,1,,,,,,
67225,d36094,L-WL16-J13A,,L-WL16-J13A1-0511,,IMG_0511,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67226,d36094,L-WL16-J13A,,L-WL16-J13A1-0512,,IMG_0512,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67227,d36094,L-WL16-J13A,,L-WL16-J13A1-0513,,IMG_0513,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67228,d36094,L-WL16-J13A,,L-WL16-J13A1-0514,,IMG_0514,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67229,d36094,L-WL16-J13A,,L-WL16-J13A1-0515,,IMG_0515,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67230,d36094,L-WL16-J13A,,L-WL16-J13A1-0516,,IMG_0516,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67231,d36094,L-WL16-J13A,,L-WL16-J13A1-0517,,IMG_0517,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67232,d36094,L-WL16-J13A,,L-WL16-J13A1-0518,,IMG_0518,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67233,d36094,L-WL16-J13A,,L-WL16-J13A1-0519,,IMG_0519,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67234,d36094,L-WL16-J13A,,L-WL16-J13A1-0520,,IMG_0520,,,Seicercus burkii,Golden-spectacled Warbler,,,,9/1/2016 9:28,,,1,,,,,,
67495,d36094,L-WL16-J13A,,L-WL16-J13A1-0781,,IMG_0781,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:49,,,1,,,,,,
67496,d36094,L-WL16-J13A,,L-WL16-J13A1-0782,,IMG_0782,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:49,,,1,,,,,,
67497,d36094,L-WL16-J13A,,L-WL16-J13A1-0783,,IMG_0783,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:49,,,1,,,,,,
67498,d36094,L-WL16-J13A,,L-WL16-J13A1-0784,,IMG_0784,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:49,,,1,,,,,,
67499,d36094,L-WL16-J13A,,L-WL16-J13A1-0785,,IMG_0785,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:49,,,1,,,,,,
67500,d36094,L-WL16-J13A,,L-WL16-J13A1-0786,,IMG_0786,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:50,,,1,,,,,,
67501,d36094,L-WL16-J13A,,L-WL16-J13A1-0787,,IMG_0787,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:50,,,1,,,,,,
67502,d36094,L-WL16-J13A,,L-WL16-J13A1-0788,,IMG_0788,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:50,,,1,,,,,,
67503,d36094,L-WL16-J13A,,L-WL16-J13A1-0789,,IMG_0789,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:50,,,1,,,,,,
67504,d36094,L-WL16-J13A,,L-WL16-J13A1-0790,,IMG_0790,,,Turdus mupinensis,Chinese Thrush,,,,9/19/2016 7:50,,,1,,,,,,
